lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,42C1,42C2,42C3,42C4,42C5,7C1,7C2,7C3,7C4,7C5,SolventBlank1
SM (d18:1/16:0),-0.09188048979978751,8.80597588871222,0.19246067021322233,0.6608764656061497,0.8893491268046275,703.6 -> 184.1,PCandSM,2326337.69238321,2175553.92163101,1930488.78955062,2009484.44067392,2319183.36401329,2502912.91671791,2199741.91845698,2191496.24707034,2343190.79272474,2543789.10302749,38168.022644043
TAG(58:5)_FA 16:1,-0.08913840549495423,3.3969542425606196,0.18106967227618043,0.6704555881614433,0.8893491268046275,954.8 -> 683.8,TAG1,43721.922851558,43730.783264129,40664.222778311,39322.582702637,40631.202941881,46279.003295864,39407.222717268,43267.622985838,40643.922851555,58254.144226062,25238.5816802969
TAG(58:9)_FA 18:2,0.08999758226773776,6.8195291008898025,0.18464976076302264,0.6674073898558638,0.8893491268046275,946.8 -> 649.8,TAG2,442778.33251979,548321.29394535,629743.86572274,688260.75048813,456544.03540031,616178.7797854,431778.03027308,614100.28125001,606007.92333995,431196.43017593,60003.024066935
TAG(60:6)_FA 18:1,-0.08917918835324777,3.0317089855828394,0.18122304469102302,0.6703242753510101,0.8893491268046275,980.9 -> 681.9,TAG2,34470.602539052,35266.862365722,40655.222900422,39203.5828399378,29105.6221847639,51013.283386211,29040.44204712,40858.802764894,36668.342376698,40643.18307495,9793.9806823733
TAG(60:9)_FA 18:2,-0.08919821335923044,5.331087488533617,0.1813725972060638,0.670196296212163,0.8893491268046275,974.9 -> 677.9,TAG2,184781.01245117,165565.59118654,179632.65332037,177795.8522949,177487.873493181,251809.81811523,159727.151733401,206311.17358398,185212.17211914,174832.63378908,47027.4036293105
Lyso_PG(18:4),-0.08808815156747417,2.4756671343432073,0.17674810608059488,0.6741828907621622,0.8917264209481547,522.2488 -> 333.2488,PG,24230.1218185294,19909.4213256905,19010.941322335,18846.8815612719,19217.3213043261,21739.581306454,21427.4215469381,24764.161712643,18736.8814010636,24058.1618804893,18084.1015624977
22:3 Stigmasteryl ester,-0.08698531903697206,5.426967578532355,0.17248836181533989,0.6779097245869619,0.8927456569428567,746.6471 -> 369.1,CE,292122.921432509,190352.152225524,163139.850723302,181011.33210007,172886.232021255,365863.785785689,259003.238258407,169747.153716968,151211.75009916,165049.212173419,24271.961585994
Lyso_PC(6:0),0.08667304148129094,1.5558120131823174,0.17101551278996407,0.6792108619200727,0.8927456569428567,356.176 -> 184.1,PCandSM,12617.8209991443,14328.5810241709,11900.380828856,12747.8008117692,13090.660919184,12404.1007919254,13386.4408836371,13725.8611755425,11293.0608596765,11883.5808486873,5535.5404396053
Lyso_PE(16:1),-0.08538901851226739,2.991648081231291,0.1661441528491423,0.6835616060772549,0.8927456569428567,452.2699 -> 310.2699,PE,36982.00254821,32491.082290652,29507.5621414143,33434.102142336,38872.862854013,39693.302612289,37716.962875378,37688.56275939,35964.922546387,35817.142471314,11636.4409027056
Lyso_PE(18:4),0.08579581243598607,1.9296692771312305,0.16761169925234742,0.6822431472986479,0.8927456569428567,474.2542 -> 332.2542,PE,16711.30123901,17570.3812484753,14292.961013794,12304.32083893,16256.3811492884,16805.261177066,15222.101150512,15235.8011856014,12826.940963746,14737.10115052,10713.6408805854
PC (44:2),0.08563335084698452,3.6962217660544283,0.1671347619203516,0.6826708912457047,0.8927456569428567,898.7 -> 184.1,PCandSM,62652.064834595,82882.986007687,43096.1430664019,73274.1456755639,60178.424026454,79729.6853523907,66743.805610664,77563.9654540115,43181.003448469,48904.624637571,5572.0804138168
PC (52:4),0.08519663722716486,2.24715680304218,0.1653487953413446,0.6842790025910904,0.8927456569428567,1006.8 -> 184.1,PCandSM,27418.8020591693,28095.9219512944,17506.1013679495,18220.1612853989,26522.3015212936,18681.5613822858,24789.2618331951,25431.6015319806,20542.0215911857,23542.4416923565,2530.0001602169
PCo(44:3),0.08616850799907375,4.048457766571017,0.16924070692220994,0.6807874988406756,0.8927456569428567,882.7 -> 184.1,PCandSM,73691.745002754,112353.006073019,60423.944564804,100218.066558811,63684.9844970409,99104.706054772,84791.6860581536,102498.929168726,55430.143226625,61690.104232788,6940.2204704267
PEp (32:1),0.08518397599696259,3.8137220423978864,0.1653862234128951,0.6842451981837334,0.8927456569428567,674.512 -> 533.512,PE,66501.644348172,68021.784744257,58949.764251714,67070.244781486,68609.085113514,64524.52420044,71429.645416272,61093.923934919,61351.464004536,60601.224639911,16304.0810775754
PG (28:2),0.08519563822893514,4.810532602629574,0.16545407529838485,0.6841839268610735,0.8927456569428567,680.4233 -> 491.4233,PG,158524.350128114,115685.028045637,118214.367797871,122028.787170444,105252.587585428,133027.188232492,151427.229522786,140371.890686199,85873.886199963,94495.247436545,51406.322807299
PG (32:2),-0.087600195304397,5.358758002082585,0.17493397608632222,0.6757635439021029,0.8927456569428567,736.4859 -> 547.4859,PG,222205.455688516,167243.7313843,139036.48995964,184055.93341064,224962.255798431,222019.894348225,229286.116638044,188583.311523581,198155.195495501,184509.09246834,31517.462402347
TAG(54:6)_FA 16:0,0.08513685189414534,4.606779525047248,0.16522218826412427,0.684393385043051,0.8927456569428567,896.8 -> 623.8,TAG1,109870.147521978,118336.34838869,107109.68713379,111015.02783204,96101.38647463,113234.4281006,91508.90673831,100528.40710445,99432.40692137,123092.527465858,42000.6825828598
TAG(54:7)_FA 20:0,-0.08685288790799177,5.4001737898856526,0.17196287930767085,0.6783731942095179,0.8927456569428567,894.8 -> 565.8,TAG2,170641.292396577,182092.572143573,197146.855472735,245641.756530681,157575.513122531,280106.96105949,139530.070129411,206528.27514647,193717.1137696,239171.457775099,33337.4023475587
TAG(58:8)_FA 18:1,0.08524099604641056,6.8116747982482035,0.1656499394475759,0.6840071405432362,0.8927456569428567,948.8 -> 649.8,TAG2,432485.93188489,556463.37451149,624605.72216809,665325.58984378,473353.31689455,614745.59960934,425457.41235349,592736.00439421,614255.14257814,444478.27148453,57686.3240394723
TAG(60:4)_FA 18:0,-0.08742694245446991,3.373905777871674,0.1741843305408679,0.6764195229385598,0.8927456569428567,984.9 -> 683.9,TAG1,44224.882873536,42839.182678235,43241.302825919,39276.862670895,38442.982818606,47258.983459472,37364.782562261,44581.38311766,43638.282989514,54820.483947722,23053.8817062363
PC (34:4),0.08314409161465673,13.767176956545988,0.1576068076457232,0.6913694967469591,0.8957640204391414,754.5 -> 184.1,PCandSM,78855053.671875,72349558.484375,70089432.75,62623648.304688,73097934.015625,78165223.4279785,69212117.5390625,67402630.0546875,66640502.4453125,65656635.640625,768851.27685517
PC (42:6),0.08311771424128839,5.68312034614917,0.15749429047718877,0.6914740186337134,0.8957640204391414,862.6 -> 184.1,PCandSM,191123.796203617,344235.220520015,138111.851074199,337295.343841658,173318.852111767,231397.515319701,255243.077209382,360452.186431937,151833.130554188,165353.349456767,65595.1652526774
PCo(44:4),0.08393665519558893,4.243371435366946,0.16059303735147523,0.6886111077436082,0.8957640204391414,880.7 -> 184.1,PCandSM,83886.2659378274,132329.748413127,62124.724823024,115254.28707883,73941.664581321,113987.546745255,88961.745437648,137227.848754856,57221.244125357,63959.244186317,9051.2406234707
PE (26:1),-0.08278503113405458,3.765708923795116,0.15620262889365222,0.6926770044135934,0.8957640204391414,606.4131 -> 465.4131,PE,64699.404602047,64049.624420168,54848.604187016,62265.204170228,60713.463745126,52093.4839019765,58975.743736276,61489.304580685,79724.76492309,78228.725845377,12430.7010269135
SM (d18:2/20:1),0.08401026510271636,13.680234532860107,0.1609072572493941,0.6883225972152321,0.8957640204391414,755.6 -> 184.1,PCandSM,74051024.4140625,68946781.976563,65447606.046876,59247465.929688,68649569.304687,73834379.4768066,64960230.0898438,63063956.578125,62815925.3125,62119162.4609375,672110.08984369
TAG(52:5)_FA 18:0,-0.0827499420516644,3.9771802079164114,0.1560748297560508,0.6927963420919039,0.8957640204391414,870.8 -> 569.8,TAG1,71924.865234395,70067.565063445,57716.70385742,72283.205322238,66338.204406719,72557.944457974,63478.68426511,71888.825195312,60643.103759738,100725.767028814,23283.2014732316
TAG(54:0)_FA 18:1,0.08296654920662504,5.065164814782566,0.15691494783322923,0.6920128794036061,0.8957640204391414,908.9 -> 609.9,TAG1,155846.27087402,182746.31286623,132960.14904786,150652.58972167,136884.80883791,175904.39343263,136072.72912597,130351.62902833,111206.96752931,189014.51232912,51167.3036765962
TAG(56:5)_FA 18:1,-0.08335066484024008,4.030340214427397,0.15835093566840897,0.6906793302379208,0.8957640204391414,926.8 -> 627.796,TAG2,71093.085083,65151.144653304,70573.525329606,79886.84594727,68368.7845459,100135.86633301,62022.124938967,81350.746337882,74583.484741182,73250.305419945,21379.5215415948
TAG(58:4)_FA 16:0,-0.08297923110535033,3.2918018627856602,0.15690959088519207,0.6920178673982843,0.8957640204391414,956.9 -> 683.9,TAG1,39354.962768562,40176.742736838,40824.082946765,37575.782592755,35559.282409682,40724.162780752,38826.182708726,37850.482421864,37425.022613494,56151.524047842,23499.1817855823
C22:4,-0.08253677135551045,6.737003485038058,0.15530514543479512,0.6935162634884354,0.8958200320572571,331.3 -> 331.3,FFA,352474.025390608,348297.085327066,331541.223938101,382373.586547978,341030.326049834,370494.545867976,358343.065399133,384778.066039885,426648.487731776,369021.606262222,445189.690979163
TAG(52:0)_FA 16:1,0.08221577374004425,5.142105699444466,0.15408927492777025,0.6946577348191828,0.8964199229050663,880.8 -> 609.8,TAG1,161218.07116699,194927.97412118,139414.49072269,160314.9310303,144461.27001954,187058.69201661,139872.34973146,136826.28955076,132233.85046387,186412.39270023,53978.3642921613
PEp (30:0),-0.08200997860214997,4.629269355462865,0.15331334436268662,0.695388905402259,0.8964896891456581,648.4964 -> 507.4964,PE,117055.62867739,136547.250579881,85915.027252178,123806.087692247,116689.588592485,136651.649795614,160384.350158755,119196.049301075,113658.248138457,102428.167358395,11010.6207580554
Lyso_PG(22:1),0.08181498927845554,2.4863986440924504,0.15247569878414424,0.696180630172439,0.8966373096773437,584.3584 -> 395.3584,PG,24291.8420410147,20732.9212875347,20329.701309209,23369.121704103,19957.081520085,24172.0419082579,21829.201496124,21627.0817031871,19707.5413894631,18889.581451419,17796.5814971869
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",0.08120109559352921,2.9728163731731096,0.150243499456451,0.6983027700545006,0.8984964699243525,722.5744 -> 369.1,CE,33230.9822959794,31226.2621002152,31409.2223777505,37966.0625839108,35780.6023826666,32435.0621261575,30350.8021621603,31097.1821975678,25977.8419075091,45720.9433898886,15995.0610961898
TAG(54:2)_FA 18:1,0.08083733301764433,9.697525589139318,0.14898320204520132,0.6995089465888092,0.8991746070714403,904.8 -> 605.8,TAG1,4293856.2285166,3822081.7324223,3410978.8359364,3486386.6757802,3400878.5703114,4758559.8515615,3399223.640627,3601667.8984375,3103139.101563,3210416.3046869,1477419.08633039
TAG(60:6)_FA 16:1,-0.08061824550958169,2.9761153384640755,0.1480936315145982,0.7003638496831004,0.8994003268481328,980.9 -> 709.9,TAG1,30193.142196638,37086.362609857,29530.401824957,30656.422271709,31502.70211791,32460.3222046,29234.90194702,30648.942352301,31434.762329092,48803.583557139,17206.7412872338
PC (42:1),0.08021142175814645,5.246277139598667,0.14666999093606137,0.7017381648068104,0.8998950500131845,872.7 -> 184.1,PCandSM,190636.91537479,217627.355957109,101268.226562494,188856.731552166,163549.270477249,219798.637237611,171204.251159751,239682.375061039,108885.669158926,110171.646911702,57733.2445831206
"PIo (36:3), PIp (36:2)",-0.08010501896810626,5.8734671905509,0.14628776499557716,0.7021084491417066,0.8998950500131845,864.5696 -> 587.5696,PI,194136.792709408,335906.605316083,405565.950073201,92317.667099017,367145.404876736,363962.784637733,299702.218963638,278640.37612914,290394.902038664,281881.078735232,19301.741333002
22:1 Campesteryl ester,-0.07964379895321613,5.382856417989175,0.14460424465050892,0.7037460058391647,0.9011215780764545,738.6784 -> 369.1,CE,282864.299503281,188212.032539293,150032.929958402,187374.652709837,158782.61138151,344507.124477263,247192.017887108,160560.471881853,148719.749717781,168073.969779962,25638.1017837424
PG (44:12),0.079066304959116665,2.729045438322041,0.14243146062358392,0.7058756771766432,0.9029752623979476,884.5172 -> 695.5172,PG,31731.162017813,27560.141792292,22541.1816291803,29323.681793203,28849.442123414,27756.1019668539,28746.4618186962,27995.821929925,25336.4217681798,26490.561729421,15326.961105344
PC (30:2),-0.07758902480321299,8.798437454833428,0.13725147196601029,0.711028855641652,0.905436106339961,702.5 -> 184.1,PCandSM,2298111.12695344,2212523.16723631,1943073.93847616,2016263.60961947,2285752.39990192,2497241.69183307,2167683.24975582,2215830.63403313,2298771.89453069,2487804.75317382,38896.002868662
PC (32:3),-0.07753536711579602,11.797406231263023,0.13706273113723622,0.711218693801782,0.905436106339961,728.5 -> 184.1,PCandSM,18797979.3242192,17524042.6054692,17086068.8789068,14483236.1328125,18415751.5878901,20046812.7198496,17659565.9931636,18702340.7910156,18165020.671874,19015531.867188,177354.49304192
PC (48:2),0.0779284552063286,2.991974079000739,0.138389405658927,0.7098874397987747,0.905436106339961,954.8 -> 184.1,PCandSM,46907.7832260135,50019.7442436287,25904.701477058,31660.4223785435,44093.802665698,32148.6223373318,45777.7435493448,43597.1834373482,32968.9222907997,37082.1628418036,3439.3002586374
TAG(54:2)_FA 16:1,-0.07759459829625188,6.105747672502997,0.1372642012356664,0.7110160577090894,0.905436106339961,904.8 -> 633.8,TAG1,325627.66088868,288899.36181623,276670.14025875,326801.56567368,289647.42102057,526892.15234362,315384.30249025,291161.06079106,264456.87817396,270408.45849614,87236.2465286336
TAG(58:6)_FA 16:1,-0.07768852853410281,3.2667075559730336,0.1375392302819023,0.7107397097847918,0.905436106339961,952.8 -> 681.8,TAG1,38293.182647703,39148.922546376,36373.242675777,36495.782653772,38614.022949203,42384.763336189,38233.162719707,39632.862915027,37981.242645263,47030.043823272,24100.8617210294
TAG(52:1)_FA 18:0,-0.07717219626975291,9.606095850282049,0.13578130260430044,0.7125115191899714,0.9062106161455543,878.8 -> 577.8,TAG1,3704752.2187499,3396541.8007818,2999335.5820317,3096907.4804707,3185970.2031255,5238152.3203131,3404101.0351562,3456786.8437485,3071459.5820312,2832816.0546881,1377658.1634404
PG (36:5),-0.07693538230942036,12.587103481418646,0.1349500430841264,0.7133538810668681,0.9064112653863085,786.5015 -> 597.5015,PG,35712282.2636719,25345298.4062499,21062651.6992183,27359449.9589843,40070891.4785156,37292462.1025391,37960332.1816411,31565215.5722652,31021564.6835937,24093009.6562505,374373.88525356
Cer(d18:0/22:0(2OH)),-0.07568519228129565,6.349142274623696,0.13059379040350905,0.7178171694775222,0.9077267740097797,640.6 -> 266.4,CER,533820.177933244,334008.079498351,261559.69667063,348648.605728218,298754.602111811,611229.498108009,360481.4310607,365936.087036168,314390.465423493,302176.481674265,112509.746070938
Lyso_PE(22:1),0.076064479909732155,1.6644168224894968,0.1317302111295362,0.7166447990842493,0.9077267740097797,536.3638 -> 394.3638,PE,16149.7612266541,12334.9208107004,11939.3208236721,12727.6808891324,15510.321037293,14731.8411254874,14947.4811668401,14503.6010208116,12343.9009971595,10519.5806541419,6477.7204208365
PE (32:2),0.07588662350867834,9.536733957479653,0.13129573414335027,0.7170923423521214,0.9077267740097797,688.4913 -> 547.4913,PE,4357479.17700133,3427839.73876997,3321917.36486865,3804097.50476144,4069872.55383258,4065781.5127573,3756339.69311428,3075805.88574145,4123047.56518496,3464188.34143081,28738.222015356
PE (42:1),-0.07569706942525035,4.593919077669062,0.13062014438128244,0.7177899166149406,0.9077267740097797,830.6635 -> 689.6635,PE,81140.266082731,143182.088882432,64384.924346871,141033.388763479,123326.567108143,130130.710548458,147217.750549323,145425.672515884,83837.846710127,97918.668090889,17721.2412185647
PIo (42:4),-0.07593317994081374,2.360856287303626,0.13133620503259635,0.7170506190049623,0.9077267740097797,946.6479 -> 669.6479,PI,17167.2613105764,23620.681625364,22400.861656199,9100.4406700105,25583.781776425,23150.6214141768,20650.4814224383,21427.4414977961,19400.6013717576,20983.4413032431,14898.5609741243
PC (32:4),-0.0752199227722285,11.775891670897664,0.12899963259506142,0.7194715170937632,0.9080841645682959,726.5 -> 184.1,PCandSM,18401785.8496083,17410917.6816411,16621563.9550777,14503870.6738276,18158857.3749994,20068512.0945435,17104906.2890621,17619893.5332041,18248533.8105459,19091298.1874999,171582.51062016
PC (34:5),0.07541035503253841,13.680714494331893,0.12965366865262778,0.7187913976415112,0.9080841645682959,752.5 -> 184.1,PCandSM,73995315.179688,67774009.90625,65050368.09375,59704429.78125,68778211.2968755,73779226.1480713,65678985.4140624,62921688.0546875,63168941.5859375,62159134.28125,742082.99658199
PE (26:0),-0.07503100314928234,4.696681877163055,0.12833345222582437,0.7201662692347678,0.9080953718731739,608.4287 -> 467.4287,PE,108868.708251871,147423.009552067,87399.626281756,146850.950347976,112744.508605942,110967.067131105,123158.768341119,129238.429199154,139137.629119802,148553.450225891,13787.161041263
PEp (42:4),0.0744972728576009,3.360713012688186,0.12648163173005855,0.7221082651574567,0.9096777764685753,808.6216 -> 667.6216,PE,47878.463119506,50537.723495468,37847.262725836,50918.163940434,44497.443099969,50226.1436615,50424.643722538,50075.003738396,35959.102340696,41083.522827158,15862.7611198407
TAG(60:8)_FA 18:1,-0.07396608838579338,5.324102953087563,0.12472290110508766,0.7239675219040772,0.9111530408754736,976.9 -> 677.9,TAG2,182615.33215333,171748.37316898,181379.69226076,185528.6538086,167651.010944359,245072.87719717,165585.151458749,198463.7749023,191971.93432618,169904.33142091,44636.8432846113
SM (d18:2/18:1),-0.07371325262863679,11.869584694293017,0.12388418450373989,0.7248593723889504,0.9114091253969329,727.6 -> 184.1,PCandSM,19908671.7089854,18414783.1992187,18060303.6191411,15488768.5527339,18962159.4648438,21507255.6621094,18239780.1855469,19393411.9511714,19129761.3281255,20054967.6035152,181877.83300792
TAG(60:0)_FA 16:1,-0.07336685044787687,3.043982778353789,0.12265501795931755,0.726172559509795,0.911575536052251,992.9 -> 721.9,TAG1,32975.022338874,36670.622436535,30565.302093488,31150.522247301,31839.462280272,37767.502502451,30890.801971424,33224.822540255,32065.322296139,42978.083068837,20122.3815307604
TAG(60:11)_FA 16:1,-0.07331362707944952,2.9349899983832746,0.12247199518128582,0.7263687239691274,0.911575536052251,970.9 -> 699.9,TAG1,32434.562255849,30499.782226558,29972.582031257,29766.002136233,28970.682037343,32958.382476802,32402.602111829,30058.502227784,27717.281982429,41262.723144519,18402.3410720827
Lyso_PE(19:1),-0.07130604026837319,3.2314138517432984,0.11587624132398844,0.733550804746947,0.914520965616721,494.3168 -> 352.3168,PE,52541.544631976,42743.803161591,32885.2826385555,41225.642303538,40462.203292874,60395.7646789356,43663.063247646,44671.023857131,42617.463134775,36951.3825340326,10282.220745087
PC (44:3),0.07144638817734036,3.827440034013372,0.1163516005526617,0.733025663321329,0.914520965616721,896.7 -> 184.1,PCandSM,66774.8853301714,90602.326713585,50069.163299545,78192.665374817,66490.1849975476,89148.0657997916,74196.4449539637,88363.184616099,45977.4829483,51708.283142156,5559.2604141235
PCo(42:3),0.0715406337979021,6.431882410851168,0.11668463856631206,0.7326584607855057,0.914520965616721,854.7 -> 184.1,PCandSM,383491.362396349,540248.411682186,234620.294677745,482625.193603601,434042.403381447,460726.138855007,403731.111389587,487145.430542005,290820.103851434,403384.485107547,68937.743660001
PCo(44:5),0.07192983647073195,4.285416039560063,0.11793979324465909,0.7312797811707744,0.914520965616721,878.7 -> 184.1,PCandSM,82751.3655700635,136221.370422367,58864.864852909,125172.589065522,76091.965408288,119450.826793761,98410.447769147,138768.8712921,53085.203994745,67973.344619797,9280.1406517033
PGp (42:4),0.071708853094138,3.1296312825925305,0.11717696914581666,0.7321166951318631,0.914520965616721,856.6162 -> 667.6162,PG,39302.242950453,33389.182174685,29064.781982413,35944.882766701,40829.782958965,33239.162643413,37152.222457891,36685.242584221,31250.682006837,36052.44271851,23288.3215408296
TAG(54:8)_FA 16:0,0.07209212068078495,7.996283309512296,0.11849366941714834,0.7306740036402727,0.914520965616721,892.7 -> 619.7,TAG1,1101486.10937488,1097416.3798827,1021326.0683596,1112564.5595702,1026168.7353515,1282170.3476562,1022392.3691406,1026203.91308588,987908.9335935,961850.70214841,594875.320373492
TAG(58:6)_FA 18:2,-0.07227955715433503,3.686597476171534,0.11907383411454475,0.7300411698907107,0.914520965616721,952.8 -> 655.8,TAG2,52146.963256832,56594.304046626,59804.40429688,55722.124084456,51827.3232803439,72015.624694804,48205.203643799,63010.64465335,60112.584716781,57451.704223635,19571.2214584399
PE (44:5),-0.07101203821539717,2.8014585912252365,0.11490069423383886,0.734632293138115,0.9150076727327039,850.6322 -> 709.6322,PE,29733.602218611,29662.9020843418,23508.001533516,31505.662437433,30936.182525653,32438.90205383,38715.322540266,29412.52209471,28620.981979359,27972.921974186,13050.4410781897
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",-0.06721242570754424,5.501606953503966,0.10298992797106621,0.7482706846749755,0.9164758432096832,750.6784 -> 369.1,CE,293287.864494387,196611.194126143,181439.773391713,192505.796077845,176242.254245581,352685.429176152,274767.74108506,188110.893589176,156337.130660873,166807.149772642,35547.7627029354
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",-0.06777445483157375,5.500185390919846,0.10471932656037097,0.746238119256841,0.9164758432096832,752.6941 -> 369.1,CE,300989.822311388,198735.332672117,178997.131679624,186018.352844183,170324.97082142,350739.987937848,268800.196864964,187875.252342176,153257.332218093,172513.672767674,37874.0628280683
C24:1,-0.06970208337414298,6.581807015383875,0.11076448328822153,0.7392754555309512,0.9164758432096832,365.3 -> 365.3,FFA,336855.624389705,384879.705871698,402378.24865734,371145.286399819,360757.985854902,356939.344512974,428334.829849114,389505.209961042,360077.564491392,468208.151611262,253287.736496012
Cer(d18:0/24:0),-0.07005238489635097,6.445629849388314,0.11188058665049994,0.7380131891122574,0.9164758432096832,652.7 -> 266.4,CER,553673.46163945,346002.078887987,294064.943176291,355884.158782988,322664.819579984,614864.941909688,394474.745285135,382401.907196112,333525.038330057,321942.640762248,136977.889007555
CerP(d18:1/8:0),-0.06753312724662304,3.56158591251973,0.10393618386646608,0.7471562348670989,0.9164758432096832,506.4 -> 264.3,CER,41554.0430755598,38188.722717279,39442.282543173,35838.142616268,41660.2029342694,39202.7424354529,42879.243091574,45067.9032440068,33793.7023429909,51017.743667597,48911.5036239652
Lyso_PG(15:1),0.06868508153728159,3.903411141472439,0.10752081512241318,0.7429845006956138,0.9164758432096832,486.2488 -> 297.2488,PG,62353.284118693,45433.323379529,50914.583480828,45550.503128058,47455.04345702,45067.162902813,45735.563171386,57591.684005718,46003.443359374,51961.58346559,66896.784149148
Lyso_PI(20:4),-0.06730052432686431,2.008482788081985,0.10314868384926967,0.7480833172777281,0.9164758432096832,638.2962 -> 361.2962,PI,17214.1612167471,18655.441268918,17056.6012420596,6881.9004936211,18062.581260676,17449.8811187773,15721.7610969576,15986.1012420547,16084.6212921048,18002.3411788901,11197.6808166545
PC (32:1),-0.06744284705591312,11.749973123374879,0.10370609470800607,0.7474267047567948,0.9164758432096832,732.6 -> 184.1,PCandSM,18169065.749999,16820041.4453129,16628743.5703131,14088336.4921871,18139142.6875,19523189.1479187,16933510.8671871,17663920.6816415,17664698.7265625,18505055.1054694,155244.3905029
PCo(34:1),0.06801216444124183,12.031622324484735,0.10546418521674572,0.7453683982536032,0.9164758432096832,746.6 -> 184.1,PCandSM,22452373.6347651,21828419.7050781,21506340.3457026,18318392.6230459,22596256.1835937,22234286.9420156,19368360.8818359,20749507.1816406,20575674.3847661,21694964.2539073,213041.65527337
PG (28:1),-0.06788141273729092,5.204110803398483,0.10504800781032486,0.7458539204533721,0.9164758432096832,682.4389 -> 493.4389,PG,219893.335449145,173082.271484251,128888.187988263,179996.153503416,143104.749969537,243487.83866882,229394.134491044,158426.091857913,130275.388366716,159322.35061645,28848.242172249
PGo (20:0),0.06900990016090673,4.332359810566384,0.10855274332595855,0.741797871095482,0.9164758432096832,544.3709 -> 355.3709,PG,70933.883850152,74382.064514182,92175.807586732,63163.504608184,62641.705108667,69376.904754642,82021.585632355,71107.485351512,50282.883483878,85264.726074187,76997.704589857
PI (20:4),-0.06985411062268485,1.923128642356394,0.1111158630763498,0.7388773004915001,0.9164758432096832,638.3036 -> 361.3036,PI,13393.5408630399,17910.8212470996,18489.6613845799,6921.9605255077,16341.1412315425,16609.241363512,13226.9010124154,16742.6410293575,14516.3209838844,17517.3211669868,10579.6807937581
"PIo (38:3), PIp (38:2)",0.06978185391755935,4.0060473908083045,0.11099559749891341,0.7390134968488303,0.9164758432096832,892.6009 -> 615.6009,PI,58382.5034141664,93908.926757852,90808.706405703,36469.6628227385,97453.567321802,87445.405746462,69875.065200756,71409.465454133,69870.805099488,70272.625541711,18404.541252134
TAG(52:0)_FA 18:2,-0.06877451694263503,3.8974151138193003,0.10781235839499459,0.7426486136747719,0.9164758432096832,880.8 -> 583.8,TAG2,60737.184040053,61971.8641052091,72650.1252212553,76246.1450729682,59948.2842025879,88783.086608894,48906.2630462865,81954.345275881,72258.224975578,70016.8246765167,15883.7610931454
TAG(54:0)_FA 18:2,-0.06834623022878832,3.4912195706647053,0.10646333788918128,0.7442070705274008,0.9164758432096832,908.9 -> 611.9,TAG2,45627.443237296,46945.923431392,51312.043395989,52548.424011236,46894.883300759,62387.984374994,44663.483428919,51687.023132303,50884.803588863,54907.983947748,15969.6810531619
TAG(54:4)_FA 18:2,-0.06935490842561913,10.508230243079561,0.10966898934566416,0.7405213018044292,0.9164758432096832,900.8 -> 603.8,TAG2,6946395.2421874,5873079.5429692,7412901.2763661,6967172.1074199,6695928.632812,11337909.1914063,6051600.3281255,8152863.0039057,6141722.2500005,5623567.0742187,795104.098713384
TAG(56:0)_FA 18:1,-0.06855623127718738,4.068782323994304,0.10713193824722111,0.7434333117189902,0.9164758432096832,936.9 -> 637.896,TAG2,75590.865295391,71530.864929214,73666.18463132,77927.885559078,68710.464599602,96281.646759044,64154.84399415,91495.98675535,73642.465087871,74439.605285624,21714.3815307635
TAG(56:6)_FA 18:0,0.06932026483993306,4.410162194015411,0.10953727325727414,0.740671559738486,0.9164758432096832,924.8 -> 623.8,TAG1,91023.186096182,106836.12670898,86593.10571287,95698.246704111,80860.805969251,95241.385986321,78683.82519531,80979.40515134,75450.80529785,123452.16845704,41721.5230979682
TAG(58:0)_FA 18:2,-0.06625764853579263,2.8563052549429,0.10003619162512223,0.7517862070079265,0.9199306266899212,964.9 -> 667.9,TAG2,32165.922210694,30614.12203978,34460.042541489,34366.082244885,25847.9617614758,36922.722656244,28803.262039184,33407.022155753,36401.1224365,34806.08258056,9860.0806846628
Cer(d18:0/18:0),0.06589971623056742,4.193295770476863,0.09899060121972525,0.7530443309407261,0.9206192928582838,568.6 -> 266.4,CER,77769.285461427,73821.684921286,72054.14447022,74512.764877312,82984.965682978,78686.385192865,73000.3047790549,73722.165374755,64230.1843261536,85767.9059295901,43956.0629157884
1-O-lignoceroyl-Cer(d18:1/16:0),0.06101951792103867,3.0489017664322353,0.084850698740766,0.7708284392427743,0.9222709083718238,888.9 -> 264.3,CER,41117.6427536083,33947.2623977674,36212.2228164746,35570.9424896231,37530.862812038,41370.8828354039,36453.4424743711,36543.2023658707,31912.0822753878,36358.3425254843,13585.9210319522
C22:6,0.0612066849264799,8.350377216914413,0.08541456137390924,0.7700896004831879,0.9222709083718238,327.3 -> 327.3,FFA,1342348.93853858,1598257.93383892,1366543.67871047,1484787.81286565,1503295.35400422,1388337.10339406,1331632.04547066,1406559.98059084,1278039.60375824,1791449.96063287,520937.133545005
