lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,42C1,42C2,42C3,42C4,42C5,7C1,7C2,7C3,7C4,7C5,SolventBlank1
Cer(d18:0/h26:0),0.06293203522779835,4.3300534518886975,0.09027723816495836,0.7638250001710948,0.9222709083718238,696.7 -> 266.4,CER,83039.9459686165,74762.005111684,72906.444931018,83659.706420879,83033.965713499,78291.246032704,80455.22595215,73137.745239247,64942.984786987,95352.467315667,58966.864273069
Lyso_PC(8:0),-0.06099768291997439,1.8607481393510346,0.08472930624108699,0.7709878500314905,0.9222709083718238,384.2073 -> 184.1,PCandSM,15078.440994259,15945.361206052,12070.0808868406,15135.321029665,15558.6411666864,16517.541168212,16829.8811950789,17517.481239317,14423.1009750273,13987.9610137849,8019.2405395518
Lyso_PE(13:0),0.05829537320166193,2.3068009324925,0.0774131829525686,0.7808340826737079,0.9222709083718238,412.2386 -> 270.2386,PE,21071.441314697,21574.741577149,18763.081420897,19115.9013137928,23011.301712038,22992.421356197,20503.04131316,18586.941154488,20396.601516723,19805.181427004,11607.6007690386
Lyso_PE(24:1),0.06389375128380755,1.8221054729839619,0.09296850073837959,0.7604367068603681,0.9222709083718238,564.3951 -> 422.3951,PE,15811.560966488,18534.4413681009,13357.8009490978,15344.9410705604,16244.181213373,16215.121124267,16910.861244203,17004.441253666,13964.2609939447,13983.7011260976,5637.2604064936
PC (42:3),0.06318121822899206,5.340610256606226,0.09100581255552243,0.7629023464451347,0.9222709083718238,868.7 -> 184.1,PCandSM,192561.973602286,216831.993621882,147608.531494107,188654.875030496,174034.852203369,212474.178405763,185334.495269847,202948.594390769,155651.551666262,154296.73107914501,58527.3834305018
PC (42:5),-0.06034693556354823,5.31600265617422,0.08302433856260905,0.7732400012405731,0.9222709083718238,864.6 -> 184.1,PCandSM,188335.594055137,200736.557800379,134022.588531406,176143.472229032,160747.972564782,187737.75195299,242712.061187754,197180.334137048,144155.229553268,152285.430694612,61060.4239883186
PC (50:0),0.05971231934499559,2.8606656618521393,0.0812530131998983,0.7756064932531824,0.9222709083718238,986.9 -> 184.1,PCandSM,42619.6830291661,38929.1224975585,26366.0419082552,26741.0218048071,44934.3436584411,27487.6822891274,43150.1435012955,38042.1625289911,30536.5821227923,35814.5628166189,3484.260234833
PCo(34:3),0.06098276297243195,11.937120846219374,0.08479180601780045,0.770905760813254,0.9222709083718238,742.6 -> 184.1,PCandSM,21384599.4121099,20258164.4335943,19810157.8984376,16526252.4218745,21852964.2753906,20759583.4685674,18410228.945313,19860260.7519536,19264903.6035157,19979365.2929693,176755.07202133
PE (42:3),-0.06262459747302436,4.84015543020209,0.08940607032081971,0.764933576296283,0.9222709083718238,826.6322 -> 685.6322,PE,117166.068359446,125466.149993905,100883.187927263,166893.830871666,133873.387817455,116454.129272401,169782.012207008,149912.111328096,156047.811126668,97628.668609644,28017.66203308
PG (34:2),-0.05871597861569596,10.04467002860529,0.07860560348490253,0.7791960223944486,0.9222709083718238,764.5172 -> 575.5172,PG,6103335.22509676,4360442.53271542,3499546.91943418,4768466.65429635,7099683.81152261,6664299.56604016,6514385.80957078,5079572.84570303,5079028.21459924,4324761.63085926,70621.944885261
PG (42:0),0.06520940646287675,3.138889526554536,0.09690085787707403,0.7555809089322004,0.9222709083718238,880.6737 -> 691.6737,PG,41895.502807592,35110.482650753,28823.462264996,36414.922134406,37783.502685532,39151.302780124,39969.342681889,30755.802291869,32622.04232788,34611.882324233,23051.861625675
PG (44:4),0.06332780739134826,2.8352337418978637,0.091376188019410165,0.7624348539444836,0.9222709083718238,900.6424 -> 711.6424,PG,28742.401870741,26782.501930231,24329.8616714424,29336.0223388729,30608.3622665345,28592.362106322,28958.162109374,27991.0018386823,22806.201507571,29679.081939707,21615.521263118
PGo (42:2),0.062112210901510194,3.3613829085755844,0.0879238533982516,0.7668333264682549,0.9222709083718238,862.6631 -> 673.6631,PG,59970.26385499,41906.243103009,35366.243209825,41440.642547616,42019.562744134,48084.643875129,47085.823455796,42464.783081049,40544.362960823,39210.482604978,21484.821716308
PGp (30:1),0.06275296359980136,3.2476389136315564,0.08974331055651419,0.7645037370168937,0.9222709083718238,694.4753 -> 505.4753,PG,45291.103057858,43175.983078001,32328.282302855,41738.963043215,38075.08293153,41311.682785055,43432.50337219,41923.223175033,34396.862060543,36875.52255249,21354.321609494
PI (38:9),-0.058564538221207295,4.408757645712578,0.07818589370072004,0.7797710515871112,0.9222709083718238,894.4863 -> 617.4863,PI,71449.724914519,116418.288787782,114139.807586517,38735.6831970078,130943.011749225,126712.349548287,101163.845581014,83912.34600829,92429.765960718,100246.427123922,27419.662048341
PIo (20:5),-0.05881170921472575,7.841571864438599,0.07886059753400332,0.7788474725377679,0.9222709083718238,632.3869 -> 355.3869,PI,600613.64880378,990493.55224622,1146990.6164549,474496.97277832,780346.18994145,875789.006652823,852378.2197265,943917.95214884,789237.80224624,819897.22851549,863919.83227539
"PIo (38:4), PIp (38:3)",-0.06231370467721,3.3966327058649894,0.08849837560919127,0.7660949105586551,0.9222709083718238,890.5853 -> 613.5853,PI,34763.3020973271,58913.643630987,56604.104339602,22057.2414741465,58727.383468621,55984.723953252,46843.683242785,46900.543457034,44230.6234054662,53668.823822026,14701.041076652
"PIo (38:6), PIp (38:5)",0.05854115385109277,4.298964269839667,0.07812227542183336,0.7798583578114163,0.9222709083718238,886.554 -> 609.554,PI,62412.1640129257,134430.310730007,97931.106140164,42798.882827768,117320.088592465,105263.327026429,99373.84701539,81130.825927762,75208.125061081,87252.425323494,25600.081512448
PIp (30:1),-0.06266191721475707,6.9665392345941886,0.08952036019763909,0.7647878060416494,0.9222709083718238,782.4914 -> 505.4914,PI,137848.572158848,209728.697784487,934886.863677824,52960.203460704,303893.576904416,281464.021209869,242817.496978653,807046.228240992,204426.635620113,254929.931762671,748550.81628408
SM (d18:0/18:0),-0.05946859978784628,11.767775022942473,0.0806337251808103,0.7764404361519758,0.9222709083718238,733.6 -> 184.1,PCandSM,18201554.3847647,17444717.2988287,16787816.5859376,14472946.859375,18210222.6152344,19772617.0750427,17016328.5585933,17793915.3417974,17908798.3632803,18681083.0742193,153863.2298584
SM (d18:1/18:0),-0.06010645060960938,11.754090122421681,0.0823725764302341,0.7741075494843602,0.9222709083718238,731.6 -> 184.1,PCandSM,18386088.5449208,16990059.8144526,16506377.6054688,14278369.2363281,18104180.6386718,19401090.1470332,16945685.4589854,17777471.8007816,17683606.9589838,18458835.658203,176660.27197262
SM (d18:1/18:1)9Z)),-0.06304936389376135,11.769505385836633,0.09063560147693595,0.7633706697947461,0.9222709083718238,729.6 -> 184.1,PCandSM,18478305.958985,17313419.8164072,16773221.7148432,14213832.3828125,18248438.3398442,19698439.6317134,17192120.9150386,17717880.1601564,17837342.1445313,18819787.5820328,212913.17456056
TAG(52:0)_FA 16:0,0.061525071653767735,7.548449057325111,0.08630464880843647,0.7689286714781619,0.9222709083718238,880.8 -> 607.8,TAG1,932830.18554701,924678.3124997,774096.95703136,858460.56542986,783085.48046881,1104515.92675791,801570.69921862,833840.34326209,640497.36914055,879138.40039068,254866.057971974
TAG(52:6)_FA 18:1,-0.06146970425524882,4.310865749754615,0.0861331937360319,0.7691517906901412,0.9222709083718238,868.7 -> 569.7,TAG1,83282.64593507,87558.006164589,83035.78637695,88891.585937519,88175.926391581,91831.406005858,78960.965637198,89326.346618644,78374.225280749,125219.209259048,28466.94202043
TAG(54:1)_FA 18:2,-0.05878670771477449,5.2883478300734374,0.07878733589541298,0.7789475511227215,0.9222709083718238,906.8 -> 609.8,TAG2,166062.61218264,196982.51269528,169108.45190429,196223.77514643,157835.87060545,256011.23632811,142480.37011716,194183.15417481,175650.65148926,193370.81262209,35515.3223876774
TAG(54:5)_FA 20:0,0.060678661918149544,3.5920922258830514,0.08392081497976278,0.7720527220894801,0.9222709083718238,898.8 -> 569.8,TAG2,59569.3045463522,54573.2639541543,57090.2441367982,61694.9041747868,53476.223663333,67301.304382289,39090.7425689665,64539.504974347,51105.063934315,63079.3451080178,10298.4406127925
TAG(56:0)_FA 18:0,-0.06478474264603909,5.325026300083936,0.09568305236888364,0.7570729671946537,0.9222709083718238,936.9 -> 635.9,TAG1,179235.95312502,178583.45239258,155092.43090818,166968.69201664,165564.17114259,220852.21655276,158988.25122071,155524.65112304,145860.57055664,234819.05737298,70969.2450446973
TAG(56:1)_FA 20:0,-0.06407167155738785,7.23063828376454,0.09359595887690375,0.7596544668272193,0.9222709083718238,934.9 -> 605.896,TAG2,710912.80566421,611500.46362316,693030.448242,705753.35253915,613785.8808594,1016555.4365235,588107.94042975,759267.1132813,658594.8476564,616439.15112323,171530.712757154
TAG(56:5)_FA 16:0,-0.06192283577842643,3.7145468110301842,0.08739438049331483,0.7675161694509023,0.9222709083718238,926.8 -> 653.8,TAG1,47349.543212864,56074.803955079,45715.723205576,53938.644042964,46533.183349615,60460.323913592,42108.882537826,55291.824035628,47844.223266585,64030.36425782,37712.3029365543
TAG(56:8)_FA 16:0,0.05948875748834373,8.167053528431328,0.08068722538428119,0.776368255646706,0.9222709083718238,920.8 -> 647.8,TAG1,1240643.40624991,1236327.2949218,1198846.0224612,1257038.126953,1226747.6044923,1438109.9228515,1152075.49414026,1277419.4345701,1134062.239258,1117194.5859375,591576.363185869
TAG(56:8)_FA 18:2,0.06468604390393529,4.265746356377321,0.0953818559598858,0.7574435966430633,0.9222709083718238,920.8 -> 623.8,TAG2,82069.62609863,100958.44726562,90500.44689939,93566.04620361,80816.36645508,109941.22741697,69484.804565406,87931.20654297,88385.82604978,88408.78613283,21368.8015670749
TAG(58:10)_FA 16:0,-0.059698880854688996,3.5595019202082576,0.08122770147689096,0.7756405109373367,0.9222709083718238,944.8 -> 671.8,TAG1,43900.943176234,50948.943481425,44510.023132335,45069.823425271,47414.643554661,54979.984008786,42261.462890635,46626.583618168,44362.383178706,61200.784362779,30070.5621833703
TAG(58:4)_FA 18:0,-0.05827131188106025,3.6036759253724924,0.0773905367474299,0.7808653234779566,0.9222709083718238,956.9 -> 655.9,TAG1,50362.723754846,52401.863647474,45530.72344971,43486.222717292,47491.483398407,54304.743591298,45632.923095722,48675.563049286,44847.163207976,63115.083862296,31129.3620452836
TAG(58:8)_FA 18:0,0.0594173555907926,7.838433480013785,0.080493362248489575,0.7766299317431221,0.9222709083718238,948.8 -> 647.8,TAG1,1017678.81640622,990579.50878879,974664.76953122,1020693.5136714,949108.36767584,1096447.59423855,967317.60595679,1023876.29687502,907298.00390612,919078.5214847,445472.271652397
TAG(60:7)_FA 18:0,-0.06139488038065996,5.503729116806333,0.0859334272063279,0.769412056820713,0.9222709083718238,978.9 -> 677.9,TAG1,201244.53295898,201530.89440919,177065.43090824,182421.57348635,177431.99316407,239353.53808591,184511.91271973,197683.83349608,187522.31323242,204547.01440431,90128.0671386828
TAG(60:8)_FA 20:4,-0.06329925476440641,3.0650731220299674,0.09131039076680736,0.762517828429631,0.9222709083718238,976.9 -> 655.9,TAG2,38417.002532963,34463.662658678,39462.022918684,39609.623046871,30478.5817947409,50556.123413077,31480.90206909,39396.202819842,37971.802551259,38906.942993143,11285.3207397447
Lyso_PE(20:1),-0.0559922972240628,2.3304236816951547,0.07142224587613555,0.7892771372660743,0.9247025680514728,508.3325 -> 366.3325,PE,27121.481681832,20176.641540523,19468.221511833,18986.321411123,21411.861602785,24299.5216674845,26111.361923225,23208.2816162115,21738.281517033,19085.9812927151,8638.9405822726
Lyso_PG(20:1),0.05581220145016961,3.0088633623291816,0.07098477310748308,0.7899083115303743,0.9247025680514728,556.3271 -> 367.3271,PG,36080.442565897,34893.1025543122,27923.621994012,34292.222213729,38832.443145764,32492.962127683,36749.8225097532,35956.482177738,30503.8620224043,34180.042434696,16954.1811904871
PC (32:2),-0.05664198942463728,11.763156133264822,0.07315114007216406,0.7868027902957841,0.9247025680514728,730.5 -> 184.1,PCandSM,17997214.1738266,17324311.1894536,16948036.3749994,14456830.0488286,18126536.8300776,19639024.1417231,16796673.0957021,17602819.1738285,17969906.406249,18702560.7207041,185296.3309327
PC (42:2),-0.05606130866733608,5.27352495940047,0.07165137772699381,0.788947378109701,0.9247025680514728,870.7 -> 184.1,PCandSM,182248.833587583,196852.874267618,128960.368926979,171515.490722637,157505.391113334,206285.472366327,229918.775878821,191271.151733448,135260.810028105,137607.650604157,58918.5031929596
PGp (42:6),-0.05638629836588691,5.807078445239502,0.07248527590019194,0.7877520053968887,0.9247025680514728,852.5849 -> 663.5849,PG,254850.897644196,195555.273132281,133345.149658202,154003.331726041,200822.874938998,231438.0573729,181329.090209925,182110.451354977,211515.212493849,192816.63317888,233535.137268109
PIo (32:0),-0.05742685155670593,9.908843884014887,0.07519207161385566,0.7839219160146514,0.9247025680514728,814.554 -> 537.554,PI,2888320.06884758,5954503.15429696,5735527.682617,2692466.8554684,5958463.0644526,6099661.80273428,5484378.6337884,4245040.6259756,4686433.6054682,4375629.8476563,199468.23315429
TAG(50:0)_FA 16:0,-0.055984152346144615,8.426979026263517,0.07146116203693964,0.7892210904703737,0.9247025680514728,852.8 -> 579.8,TAG1,1609296.6210937,1582360.8535158,1361830.044922,1410417.8339845,1453026.0781249,2280457.5156245,1495519.1601561,1531034.3105467,1342176.1406252,1378414.5390625,539857.440094213
TAG(58:5)_FA 16:0,-0.05633951817197818,3.2881293032867016,0.07233781003014861,0.7879628554791654,0.9247025680514728,954.8 -> 681.8,TAG1,39125.042572001,40789.402770989,39129.542785629,36135.662689188,36371.542572017,45854.602722146,35723.722564709,34494.462524388,40321.142944342,48912.083435035,25298.8618850656
TAG(60:7)_FA 16:0,-0.05603190217538086,4.699724410570903,0.0715719719649428,0.7890615922586903,0.9247025680514728,978.9 -> 705.9,TAG1,114892.44860842,110139.80773926,104352.60742188,99938.84741211,111915.74731445,125762.78930662,115051.26843261,115276.22814943,110533.22802736,112738.94799806,50799.5236625605
TAG(60:9)_FA 18:0,-0.056774294807541384,4.151684304828144,0.07347462295410878,0.7863433259538164,0.9247025680514728,974.9 -> 673.9,TAG1,76807.505126929,75522.124755848,67218.32434084,68753.90502926,67824.60498045,89822.6265869,71900.8045654,74078.285400388,70667.984924308,76302.48522949,42055.2431182795
22:0 Sitosteryl ester,-0.05482893926119432,5.496028261475429,0.06853748728497067,0.7934782199683613,0.9252949830967485,754.7097 -> 369.1,CE,304157.939556042,193703.333343613,175369.393379263,193516.654785016,169981.890705117,354351.929317444,264929.198295578,187068.714237188,149762.830322363,170245.493789711,37595.1024322411
O-(11-carboxyundecanoyl)carnitine,0.0544904094230907,8.367062793699766,0.06769873041776009,0.7947173741836564,0.9252949830967485,374.2 -> 85.1,AC,1525229.11157173,1256083.22265744,1183146.46911675,1283653.553223,1334204.48290951,1726973.50280801,1278894.12646476,1258611.40673839,1157873.12072789,1152060.34167395,934023.992676369
PC (42:8),0.05436950285209927,6.312560553470272,0.06739627149346461,0.7951662274162914,0.9252949830967485,858.6 -> 184.1,PCandSM,351893.699249233,492603.943084728,203990.192352255,458832.490387041,385474.340270937,426221.993255717,369194.45019526,478136.769958533,266772.599181645,350443.223327625,66123.6255646312
PI (34:6),-0.05521103766935468,4.532307071209149,0.06948989122656712,0.7920809503905754,0.9252949830967485,844.4706 -> 567.4706,PI,63557.343986533,128840.468017665,118992.40875246,52285.983352647,154878.650817824,139128.788391145,111402.567291227,96498.886505136,96953.566345178,110344.027496367,27442.641906743
TAG(50:0)_FA 16:1,-0.05433277673018201,5.417373120365629,0.06730195584282228,0.7953064129638215,0.9252949830967485,852.8 -> 581.8,TAG1,190488.57299803,208291.1750489,165802.21228021,180804.01293947,172612.77221676,242629.63647458,174259.7336426,179439.89135745,163475.35058596,228008.11645504,68583.3246917907
TAG(52:0)_FA 18:1,-0.054618205589761305,5.82404641262093,0.06801248196730114,0.7942528923596778,0.9252949830967485,880.8 -> 581.8,TAG1,260278.23803719,276398.12011724,213627.53491203,229616.69750977,224326.05541992,295781.60083011,236691.09594728,238277.05615233,202728.45532226,319519.48120117,98146.4071083147
TetradecanoylcarnitineO-tetradecanoylcarnitine,0.05439312926232084,8.254920735993561,0.06745719352693413,0.7950757319374858,0.9252949830967485,372.3 -> 85.1,AC,1467090.82202182,1214745.52209582,1113642.40014597,1218387.46081532,1269144.59960969,1627003.74719231,1226136.73351965,1202626.24560666,1098253.52197319,1117972.67175348,765859.41821296
