lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,42E1,42E2,42E3,42E4,42E5,7E1,7E2,7E3,7E4,7E5,SolventBlank1
PGo (32:1),0.06268157371109165,3.595890938219825,0.05090500889991745,0.8214959076675109,0.9809321134851975,724.5223 -> 535.5223,PG,49533.923477161,58985.824218765,48511.623916629,41134.542968751,47652.003601087,33151.581909164,57653.883422855,46750.66351319,45705.563079841,53224.084045406,20794.321502692
PGo (40:5),0.03971718023559635,3.479783236266832,0.020437936640519183,0.886320736071627,0.9809321134851975,828.5849 -> 639.5849,PG,43279.382751472,47801.563629158,38087.042678828,34911.182678205,36077.782730108,32496.822174076,35278.04260254,47611.463714607,38492.142562876,41573.842987066,30436.9620819
PGo (42:0),0.05332482259808437,3.4513490363674904,0.03684116913223079,0.8477887850595974,0.9809321134851975,866.6944 -> 677.6944,PG,43543.16308594,46055.623413087,42421.802856434,42482.562835695,36091.182662941,31714.602340691,38609.782684321,40451.403244011,45466.743255611,47708.483093279,23629.661514279
PGo (42:6),0.05141097240099343,3.8166013159353573,0.03424566304431664,0.8531852397190455,0.9809321134851975,854.6005 -> 665.6005,PG,53833.864257823,55546.104095451,47798.503753674,45962.383148225,46835.683380142,40291.683067346,51010.123275747,46860.923706049,45919.7230987263,58764.684143075,40048.042541518
PGp (20:0),-0.03945163654269439,2.835101274582857,0.020162339762237025,0.8870846233530186,0.9809321134851975,542.3552 -> 353.3552,PG,25139.901748662,26352.641952516,23687.261627189,22872.241546631,23453.981582642,23492.001617425,28272.54216003,25784.3820648166,23953.741714476,24707.641731259,20941.201492316
PI (12:0),-0.053387015539476716,5.283641990185475,0.036934118443014086,0.8475992429018947,0.9809321134851975,534.241 -> 257.241,PI,161407.031707786,154853.690551756,139426.490234368,155669.812255846,156314.590347384,190567.235443103,170398.831024298,168892.053069997,149911.870819048,130587.708312965,61005.36436463
PI (18:1),0.046927873770044724,4.812439075600965,0.028537442817594183,0.8658514737543834,0.9809321134851975,616.3192 -> 339.3192,PI,115394.888854962,143415.151367137,120042.908264112,113344.447402976,121707.668487522,121474.828842123,124031.948608367,114196.510292142,127428.690338218,111135.687774667,27611.782173139
PI (18:2),-0.06197637542797164,4.68757651393065,0.04977241749611505,0.8234597583611727,0.9809321134851975,614.3036 -> 337.3036,PI,94799.426788267,127386.527648878,112545.18762206,115147.527892963,102743.187973077,128476.308410603,107080.487701371,118665.3684387,136218.649597178,89539.086425784,21166.5216217
PI (36:0),-0.051734991562523945,6.84516871785391,0.03468540685571497,0.8522564113844033,0.9809321134851975,884.5958 -> 607.5958,PI,399803.44848638,752592.98681637,500646.09643537,417137.06994631,431917.51330563,338423.16076667,412328.1723631,312339.70385748,572045.04174818,897708.94299318,92913.9867553
PI (42:4),-0.045878883570040996,2.6002728490914886,0.027266291841215207,0.8688455334718583,0.9809321134851975,960.6271 -> 683.6271,PI,20096.621398925,27012.4420852798,22913.601703641,25424.461799614,22679.261734014,19744.9616546651,22046.08138274,29027.7422294605,29075.121906273,22072.3815689066,10991.0806617742
PI (44:7),-0.060157728078343846,3.2540961441305183,0.046885934428473774,0.8285733949861437,0.9809321134851975,982.6115 -> 705.6115,PI,32993.72268677,41672.483077981,35610.142379757,36546.64305114,41863.563179007,30858.3217658876,33127.0625305001,38355.082923891,56699.58377074,38437.302764896,15311.2610397236
"PIo (38:1), PIp (38:0)",-0.05138227695213324,5.536575160230096,0.03421297412751301,0.8532545310142672,0.9809321134851975,896.6322 -> 619.6322,PI,166566.07348627,253972.89733895,189752.2929688,172456.75146488,187315.83349607,161025.91113292,202411.07666033,184527.7940063,236961.49743648,217552.57714839,53382.044189454
PIp (16:0),-0.05329443997455989,4.7206926343274676,0.036804828718231875,0.8478629578059537,0.9809321134851975,574.3087 -> 297.3087,PI,104286.948272697,96887.327575648,92676.026489266,108090.946533201,96246.266052211,88260.886260969,184744.592224194,77002.565002416,97276.126647967,84824.826202362,51618.443618826
PIp (38:6),-0.04651480150534104,6.8920130240788975,0.0280391634987609,0.8670167826013414,0.9809321134851975,884.5383 -> 607.5383,PI,411790.06835922,770199.39025855,516485.33251965,435557.44995112,433525.7093505,336063.10571288,431516.89123541,307875.82153323,574341.33776862,938941.39880378,106121.48791502
SM (d18:0/18:0),0.051786492669863196,11.512912487735395,0.03475520039001556,0.8521095545582995,0.9809321134851975,733.6 -> 184.1,PCandSM,12855016.5625005,15274750.8222657,15537497.8066407,12429384.4589843,13819563.0351559,13955926.7695323,15487089.828127,11072695.8496083,15032115.476562,12500013.0566396,153863.2298584
SM (d18:1/18:0),0.039603267846229986,11.494933505800404,0.020326307865993654,0.8866295067221845,0.9809321134851975,731.6 -> 184.1,PCandSM,12708346.5488276,14857924.2636729,15291818.8261714,12218655.765625,13604460.2851562,13571071.1738286,15143980.4902343,11217435.3632819,14765092.2695318,12677624.6250005,176660.27197262
SM (d18:2/18:1),0.03937645480652286,11.618904994024714,0.02009416064215397,0.8872744196830336,0.9809321134851975,727.6 -> 184.1,PCandSM,13825251.255859,16145713.9003906,16909753.5117183,13194704.6152349,14805222.3476567,14747092.5195312,16742975.210938,12054899.5039057,16121424.1757818,13809083.1289067,181877.83300792
SM (d18:2/20:1),0.048515768355024816,13.521038043663362,0.030503924068724153,0.8613517299463415,0.9809321134851975,755.6 -> 184.1,PCandSM,53277232.5390625,59967297.8984375,59609016.132812,53542247.21875,53688724.7734375,56642726.226562,59840066.3046875,47649314.6875,56768633.234375,52360103.21875,672110.08984369
TAG(52:2)_FA 20:4,0.058002810132702365,3.18857677414885,0.043587520713117556,0.8346229159897581,0.9809321134851975,876.8 -> 555.8,TAG2,20263.5413742079,38528.4630470103,37071.9825782567,58693.423828115,46806.18307496,48755.0235481326,37906.4426536538,52977.9440078903,19775.9813537612,31751.6423988183,9431.4405784586
TAG(52:3)_FA 16:0,0.04771716678538505,11.141754982631426,0.029507962258442433,0.8636114188873685,0.9809321134851975,874.8 -> 601.8,TAG1,847354.003871941,13679213.5957041,17171709.7026362,12356504.2587886,12367489.9814443,11510632.4848633,12955323.9736333,8776847.95214794,11430485.898438,8213624.64501903,123612.967987039
TAG(52:4)_FA 16:1,0.0514417282398102,11.134966641294994,0.03429397323251493,0.8530828983254712,0.9809321134851975,872.8 -> 601.8,TAG1,970253.460471677,13633217.6909174,17259874.8496094,12458861.2910162,11884536.2119141,11368888.8696294,13242407.9360347,8587236.77734375,11402656.6054688,8012239.99121094,124780.229213698
TAG(54:0)_FA 18:2,-0.04204388372067807,3.464773446718164,0.022903379483466324,0.8797086016367361,0.9809321134851975,908.9 -> 611.9,TAG2,30669.3222580039,40120.382965076,45201.103195197,55992.56402586,52354.383666997,55826.023986836,50001.443634035,61698.244384753,24778.361755369,38013.422851555,15969.6810531619
TAG(54:3)_FA 18:2,0.03764415784969553,9.423697919025736,0.018365036594332196,0.8922026011622877,0.9809321134851975,902.8 -> 605.8,TAG2,1404137.42144724,2956261.8808578,3694760.6972676,4070390.3847646,3193499.0253911,3945712.8134771,3642640.4394541,3300075.6328116,1205374.7460938,2624841.1728505,639112.544456557
TAG(54:3)_FA 20:4,-0.03943573516987462,4.672200655508373,0.02015275356507118,0.8871112895101296,0.9809321134851975,902.8 -> 581.8,TAG2,59642.4438934051,103899.3262939,110528.68859862,140421.68933105,122558.94921871,145027.91101075,119808.98828125,145908.61059574,48643.123413083,87369.586059564,29870.4420852746
TAG(54:5)_FA 18:0,-0.056872226026560585,8.866883494197186,0.04191608702240046,0.8377798093441763,0.9809321134851975,898.8 -> 597.8,TAG1,139840.128849054,2699288.10241767,3354277.96740667,2616811.00878959,2415731.35607845,2226232.62011777,2679160.3711549,1872421.18554679,2463649.17639098,2036517.53662067,32107.4822349548
TAG(56:3)_FA 18:2,-0.03881379434801641,5.852045626066578,0.019523207389283925,0.8888769004678879,0.9809321134851975,930.8 -> 633.8,TAG2,119226.508220679,232766.03662103,298269.78076176,323989.6445314,266108.91748052,334772.58276362,307571.30102559,299717.32128919,113714.108341243,203910.17443851,59618.1046790833
TAG(56:6)_FA 18:1,0.06017141042646372,3.644810962954815,0.04691066391842469,0.8285288946956384,0.9809321134851975,924.8 -> 625.8,TAG2,29895.7420616252,49984.783691399,60505.504211398,68148.544494651,59937.443603515,74832.12561034,52622.743713364,67016.684265117,23821.0013618393,37019.202484135,16667.6011733979
TAG(58:0)_FA 20:0,-0.05781403523154732,4.211037195837741,0.04331012932004796,0.8351424091170033,0.9809321134851975,964.9 -> 635.9,TAG2,44015.0432586565,73495.805541985,80596.48596194,106488.84729005,82780.4656677321,102552.64660647,85068.18701175,104871.24786377,34902.7820396449,71476.405639642,21628.2415771504
TAG(58:5)_FA 20:0,0.038870735999820466,3.2300126877890682,0.019576050808382206,0.8887275912340618,0.9809321134851975,954.8 -> 625.8,TAG2,22264.3418426548,37675.702636688,39462.042633073,59056.804443355,40269.0629387155,54631.724029551,38930.582824716,55954.243957503,13590.4009208679,28523.12207031,12846.5409698445
TAG(58:6)_FA 20:0,0.040438836819960425,3.606099172253164,0.021188683695982036,0.8842661162199117,0.9809321134851975,952.8 -> 623.8,TAG2,31730.8222236673,50288.243560793,49068.703430162,74930.20513913,55398.2038078029,65359.184448276,50174.303710969,72312.72497558,22361.7814941377,41794.903076198,14839.5210304196
TAG(58:7)_FA 20:4,0.053899708837820234,4.051917354235653,0.03764387621063747,0.8461599880378073,0.9809321134851975,950.8 -> 629.8,TAG2,31598.5018844629,73764.864868171,81769.325317374,107984.707397421,75851.3252639786,96514.72760012,75951.945434558,80616.165710446,27441.2018318173,70246.784881581,15936.2011337229
TAG(60:11)_FA 18:1,-0.054847942737142226,3.1972344327212223,0.03897453900299297,0.8434991125155379,0.9809321134851975,970.9 -> 671.9,TAG2,25086.5617637837,35421.742645241,39707.362792949,44209.943237286,38146.6426505995,46062.003265369,41186.2029266315,53954.4632835485,16793.9412345898,30407.002136224,14905.5610923746
TAG(60:12)_FA 18:1,0.04887608903759406,2.809687506628719,0.03094713035468999,0.8603583915462514,0.9809321134851975,968.9 -> 669.9,TAG2,20526.3014144939,25899.96177672,28029.302032469,37868.822387688,32045.6221847506,32081.341857885,30530.3218536461,40336.183135956,13674.4809494012,22605.841522215,11244.1408348022
TAG(60:8)_FA 18:1,-0.059488506625384845,5.2835766626631635,0.045858308281140125,0.8304335709477064,0.9809321134851975,976.9 -> 677.9,TAG2,116287.168643966,152031.089599569,175335.172302257,195157.2331543,172683.353080719,212582.275001526,195673.4135399,195983.432205212,95130.127109542,145548.689941407,44636.8432846113
TAG(60:8)_FA 20:4,-0.0636524509005378,2.9858231048722588,0.05248860031701952,0.8187881566807438,0.9809321134851975,976.9 -> 655.9,TAG2,19773.7013511635,30574.282226574,33697.721984855,42438.942962636,34325.1023216235,40634.3428611802,32052.0219421271,47873.0832481125,18586.5812377984,27297.842010499,11285.3207397447
TAG(60:9)_FA 18:1,0.04822941839290984,7.640434697240368,0.03014455397646998,0.8621626427576357,0.9809321134851975,974.9 -> 675.896,TAG2,694706.692836851,802642.51354986,911970.68786641,994706.14282221,913668.208713844,1053149.16577123,1057651.11401766,928644.505042957,386001.7683831,764499.80932619,219413.255611421
TAG(60:9)_FA 18:2,-0.062353978007617446,5.321867820855466,0.05038227739191825,0.8223994128390408,0.9809321134851975,974.9 -> 677.9,TAG2,119226.867599464,145001.290069592,170271.332397485,211497.39501955,182103.492870358,221276.29699706,192336.312503815,197609.554252628,98843.2669944698,154983.631286621,47027.4036293105
TAG(60:9)_FA 20:0,-0.05726465729542643,3.4500371884058296,0.04248688152279101,0.836694472362918,0.9809321134851975,974.9 -> 645.9,TAG2,30311.0820999117,41438.022857643,46341.703124994,59802.103759748,47029.7436332909,61112.084411594,49296.6436119092,61334.4445724242,23105.4015502851,38283.602630601,13979.84103012
"(5Z,8Z)-tetradecadienoylcarnitine",0.036679754381537005,8.183239515860953,0.01743603908107616,0.8949482281059178,0.9812331323564429,368.3 -> 85.1,AC,1201499.97485245,1358028.83764587,1238484.38183563,1195426.7446295,1177147.39233291,1180353.13806076,1227243.96142637,1053143.00024418,1152443.68237248,1425479.97924897,351950.02343741
Lyso_PG(17:0),0.03605894730218147,5.448982173699603,0.016849735449795844,0.8967194957696984,0.9812331323564429,516.2958 -> 327.2958,PG,193060.63330075,132637.28942881,146424.83117668,110565.646545398,136068.070251422,93897.26721195,145271.61083986,180717.10949697,154878.37219241,141354.66967773,144030.66967772
PE (22:1),-0.03584810678191585,2.8920517418407217,0.016648424474141166,0.8973348809136349,0.9812331323564429,536.3712 -> 395.3712,PE,27295.022109974,27486.06185914,27144.761749267,29644.942466723,30475.682250974,29883.901840203,34616.182426466,23486.881668087,36020.642501817,24392.42176818,14358.0611305199
PE (44:10),0.033016451296395764,3.0716561336992148,0.014122946832685557,0.9054021136939538,0.9812331323564429,840.5539 -> 699.5539,PE,31249.642509461,39867.7426338303,28672.322021489,35019.622558601,35752.762435896,29225.542098988,28046.761909499,48894.983016961,33791.7825088432,26954.221954348,13881.181175237
PEp (42:4),-0.03605309272741225,3.383280362023337,0.01684132251199344,0.8967451380982631,0.9812331323564429,808.6216 -> 667.6216,PE,37945.262664795,47374.783325192,41066.522644049,43520.182922355,39966.262397756,38466.702545155,52608.883422873,50520.60369874,38635.082611073,36333.7025909349,15862.7611198407
PG (30:0),0.0329293308238126,4.958073661891937,0.014051779410692689,0.9056396433078348,0.9812331323564429,712.4859 -> 523.4859,PG,134587.089202862,155661.250671417,134682.890380837,109406.72747804,121694.429351801,94688.006652808,137664.949218825,142873.489807168,120656.648315392,146354.730102521,39074.082489018
PG (32:1),0.033036509631037894,6.714582949684996,0.01414424339600373,0.9053311519584166,0.9812331323564429,738.5015 -> 549.5015,PG,447041.729125905,694491.469604387,490462.132751633,325271.684600736,504192.718353313,349890.548278657,457504.61416634,477942.256347593,413933.009826737,672504.150817837,28434.682006823
PG (40:5),-0.034985349881898324,3.2696020818853295,0.015857526230000474,0.8997899710735284,0.9812331323564429,842.5641 -> 653.5641,PG,33116.762298575,37223.682266247,33957.122436519,27858.08186339,34153.582626341,24870.361801151,33372.12249757,35784.48242188,35654.642349251,40832.54281618,27669.421646112
PGp (36:5),-0.033937310188357966,4.823394481435493,0.014925083668458683,0.9027657632473843,0.9812331323564429,770.5066 -> 581.5066,PG,110810.186523474,160346.291534461,110908.027893053,96578.287231456,117349.148803791,86083.647430432,105924.28762813,124637.568420458,101178.506897019,183528.67376708,31469.921966556
PI (32:5),0.03361279486111501,3.629563002783167,0.014639146589445318,0.9036971015946758,0.9812331323564429,818.455 -> 541.455,PI,49919.063659665,49712.903320307,45824.4631500148,52700.084167497,47372.28337096,47063.643264717,52977.7031249771,51895.343933106,53216.663803111,38650.122650132,22352.6815948555
TAG(52:1)_FA 20:4,0.03334584891632521,3.1008256436495882,0.014406498774064858,0.9044617001148813,0.9812331323564429,878.8 -> 557.8,TAG2,19609.2013549835,33656.5625915577,38411.1625747599,53920.4637451,39889.162780763,44364.9031333872,38466.422454824,47806.242950445,19858.701599129,29097.1820716807,9947.9006500232
TAG(52:4)_FA 16:0,0.03524033239180881,10.951609399143678,0.016094547521788627,0.8990478124015565,0.9812331323564429,872.8 -> 599.8,TAG1,662822.848327741,11741152.9033203,15293026.8225108,11262338.8198237,10427168.72229,9705579.960938,11684114.939209,7799756.08789008,9961884.51855469,7509819.3515625,48365.3032607804
TAG(54:7)_FA 20:4,-0.03373717447803895,5.262050092387756,0.014749986396054737,0.9033349942521284,0.9812331323564429,894.8 -> 573.8,TAG2,44981.8430824387,144251.230129259,211425.634948928,277744.45873995,192956.89312739,246915.137634474,177620.273376492,203311.19287122,71755.605285647,171115.291564997,20865.0013504029
TAG(56:5)_FA 20:4,-0.03410459032940184,8.455004487007399,0.01507380606199149,0.902284931539683,0.9812331323564429,926.8 -> 605.8,TAG2,889370.080707625,1358944.86572268,1635562.17333949,1979614.5800781,1530267.02294897,2068700.3271486,1773332.5893556,1653064.03027316,608496.605823414,1415662.66162092,410108.490219102
TAG(56:6)_FA 20:4,-0.034014205835602274,8.921722870705931,0.01499404850483188,0.9025424933666181,0.9812331323564429,924.8 -> 603.8,TAG2,1144163.6123469,2006023.93164079,2238254.7851563,2778365.4169919,2182531.0175777,2915425.0605457,2574952.8964848,2320688.8964839,914406.72164543,1797364.39355484,518109.13766114
TAG(58:3)_FA 20:0,-0.03537267196884519,3.7865870747895576,0.016212827017113796,0.8986795336178739,0.9812331323564429,958.9 -> 629.9,TAG2,27854.7217598023,61195.084716796,67099.264770513,87565.205810559,55941.604148856,74398.645324713,64657.124267574,72005.724792504,22640.3414535462,66937.584808351,12952.6010398899
TAG(58:9)_FA 20:4,-0.03361089439783731,3.1875039523678397,0.014636602426435275,0.9037054295313942,0.9812331323564429,946.8 -> 625.8,TAG2,26988.4220085112,33081.902160656,36692.302795384,49939.083435041,42068.7229881085,51809.943542459,38130.482666006,55676.763702376,18223.6413497961,29108.381958015,11486.1807098403
Lyso_PI(22:4),0.032483810715220454,1.9129501586737125,0.013665687081186206,0.9069390368922209,0.9818375182708916,666.3275 -> 389.3275,PI,13991.4209556592,17302.6612853931,12974.6208152784,15928.6213836642,16230.301162721,13289.5809593248,14572.4810142558,14905.0211715671,17064.8211746279,15298.7211303694,6174.8203697236
PC (32:2),0.031908589531444174,11.501411677287624,0.013195214452965565,0.908547827616545,0.9821994890387457,730.5 -> 184.1,PCandSM,12562373.0234379,15009157.8671875,15600434.0996099,12271191.5351567,13416565.1875,14044524.5332032,15260309.1269531,11279509.4843751,14688057.4531254,12592614.2128906,185296.3309327
PG (30:4),-0.031840423796022664,3.1424000872833684,0.013134634600603157,0.9087570801151535,0.9821994890387457,704.4233 -> 515.4233,PG,35106.44274903,34320.802825919,31123.482009895,28005.361976627,31067.762207032,24419.721588146,52727.504226667,30356.122146602,28951.401657117,30180.622146597,21440.201568604
cis-5-Tetradecenoylcarnitine,0.03146648086888396,8.075737542713068,0.01283199686918124,0.9098098379370216,0.9825352572827216,370.3 -> 85.1,AC,1168022.07629397,1308841.20959391,1182152.23877024,1136009.35607851,1114401.89624018,1128335.42126361,1175490.39917051,1019482.94580066,1081890.18908682,1397311.27355947,235409.75781247
Lyso_PC(6:0),-0.030887705056436208,1.7712721107115939,0.012354881995861433,0.9114954043113127,0.9828609097736088,356.176 -> 184.1,PCandSM,13115.68077087,14677.2610778758,12911.700836184,12660.5207900936,14441.001091006,15397.361099243,12921.560913082,13610.020935048,13799.120819097,13998.9009170489,5535.5404396053
PI (14:1),0.03058120307837843,5.88617107689947,0.012119693250497221,0.9123384124711218,0.9828609097736088,560.2566 -> 283.2566,PI,244985.13391099,229868.79541007,209061.55651854,240618.93896498,243697.39843748,227764.33508303,217648.395263714,250757.23535154,230934.45458976,230108.79785155,107343.267517059
TAG(60:6)_FA 18:2,-0.030597772765424563,3.000299642769671,0.012129474326229683,0.9123031891374555,0.9828609097736088,980.9 -> 683.9,TAG2,21774.3616142244,29526.302017216,32365.042327876,45278.423553448,33959.4424819927,43084.2830200258,33134.2624816694,47647.1032943387,15897.0010490419,25878.301620488,11757.6208801274
Lyso_PC(13:0),-0.030266978851463074,2.7082581161076718,0.011867919082590106,0.913250096463155,0.9830431932660303,454.2855 -> 184.1,PCandSM,26218.582000715,28673.822051996,22430.621704101,27826.201721191,31526.362167367,35464.542678844,21907.2414283817,34747.542449963,25144.941757199,23365.42147827,7172.9204483026
PC (32:3),0.02957172273718717,11.546994448976461,0.011333283325614008,0.9152190607385445,0.9840814929586198,728.5 -> 184.1,PCandSM,13174807.2167969,15231075.1132802,15873455.6132807,12657723.5507813,14019604.5703135,14155217.273437,15771715.3925786,11619330.7382811,15435796.392578,13139724.484375,177354.49304192
TAG(54:4)_FA 18:1,0.029402934273544536,10.678019299012822,0.011204264490515925,0.9157012079494106,0.9840814929586198,900.8 -> 601.8,TAG1,741737.990902499,9856813.28808498,11927926.3544927,9096355.1875,8504226.5429682,8498738.0605468,9186606.296875,6417677.7402343,8020877.7714844,5984305.8544927,306730.021858147
PG (36:6),0.028074073403081972,12.30801579192449,0.010214504527340296,0.9194974074355751,0.9857607833560336,784.4859 -> 595.4859,PG,23138940.007812,35076994.9648437,23076773.0976557,18184380.7871099,21323029.5742192,12951095.9863287,17620265.8437499,17992573.3310548,16089356.0976561,50373607.0830074,254319.07812499
SM (d18:1/18:1)9Z)),0.028435628601882774,11.519800214388654,0.010479214270109338,0.9184645559674912,0.9857607833560336,729.6 -> 184.1,PCandSM,12835715.4804693,15003374.0332036,15704785.0878896,12406885.7089844,13604616.9785154,13936270.4785156,15265019.7949228,11474417.2226556,15142503.0156244,12919119.4472661,212913.17456056
TAG(54:0)_FA 20:4,-0.028079128829314997,4.171659623934663,0.010216793582458195,0.9194884183599497,0.9857607833560336,908.9 -> 587.9,TAG2,28177.2820587095,91682.186279272,90103.706390406,111419.447753927,87017.925872803,104591.826660169,93787.346679674,106104.208435069,42367.623184204,61291.684555058,10775.7207908661
PI (38:8),-0.027788210529250856,5.544098285991112,0.010006946422237206,0.9203167562806407,0.9858409266307188,896.5019 -> 619.5019,PI,162565.03198252,258159.99926779,194348.89367677,179733.85266109,184405.55200196,168993.55200198,212231.21423353,179468.67175283,223457.71447745,211058.27514649,56277.803894021
CerP(d18:1/20:0),0.02736733768440787,4.456508135054909,0.009705135475769566,0.9215236427066956,0.9860310366636292,674.5 -> 264.3,CER,72458.5850677399,70522.8848953203,75404.444969185,64442.624664296,59153.163993848,66398.444992061,80806.085166929,46134.2432479737,80071.064987183,67913.805114772,83459.8877563614
Lyso_PI(18:2),-0.02694501780531473,4.6930853130631025,0.009408500325093883,0.9227284398989702,0.9860310366636292,614.2962 -> 337.2962,PI,99812.545852724,125474.247741754,111091.786529495,115589.047149731,106432.007415767,126915.20727537,108874.64657588,119883.427368094,133279.468994127,84802.985900878,22133.46162415
PG (20:4),-0.02699394812390345,2.2657526184139205,0.009437334283433074,0.9226104959648466,0.9860310366636292,550.2875 -> 361.2875,PG,18106.9013137758,15142.3611144938,14186.3009948719,16652.701187129,14680.800857541,13443.8810501097,15896.4410781844,17823.8412551786,17099.821372992,17222.0210876441,15458.4810981769
Lyso_PI(18:3),0.025716454543618095,4.4688330989259955,0.008569971279939637,0.9262418892965937,0.9874094209545278,612.2805 -> 335.2805,PI,89868.327651945,98074.847198507,92283.407318076,114948.48825072,90030.8474960567,115925.947265684,81379.005767803,84222.685455281,128900.808929521,73279.765319802,18658.2412948579
PG (44:3),-0.025715961405443532,2.711398805880508,0.008566761154327196,0.9262556652760751,0.9874094209545278,902.658 -> 713.658,PG,24054.6618575913,24743.0416183407,23457.9415893497,20364.04161072,25010.5220184127,16769.9012451176,24384.1418609581,28408.5219268805,25402.9418258672,25428.541797636,16573.701133727
PI (44:4),-0.02610074772937141,2.821319079010285,0.008825537032862485,0.9251533797290442,0.9874094209545278,988.6584 -> 711.6584,PI,26364.0820770311,28464.6216812151,25434.9217948972,29684.142082223,24220.701843269,22657.0214881834,23411.2017936802,33403.062477096,35867.7627525152,22568.6815719634,14451.9208717254
Lyso_PC(24:0),-0.02483705635931325,3.7676448428372935,0.007993281983317502,0.9287599257037163,0.9884872521155309,608.4577 -> 184.1,PCandSM,49750.363250731,59291.203842161,50115.643768322,62177.504455538,62150.164398191,72325.204345696,46258.123107895,66193.645309443,61595.264221181,44154.182876562,16411.8212051395
PE (26:1),-0.025037805593461596,3.654684707069365,0.008122924480858273,0.9281860804704058,0.9884872521155309,606.4131 -> 465.4131,PE,53023.284057624,54633.3439026,54154.984008784,54876.783782967,50300.263320929,53241.003417975,56994.484054564,57992.004669214,55111.584228534,51010.343437192,12430.7010269135
Cer(t18:0/18:0(2OH)),0.0242682391614012,5.402647870853486,0.007632267026565387,0.9303831002706447,0.9885641407366955,600.6 -> 282.4,CER,175636.293060214,172154.6315613,151400.112030141,172036.49142463,149382.089813315,143789.090942337,149589.410278404,117498.367721569,143106.450851418,254424.098785335,83248.485397312
PG (12:0),-0.024524666648476856,2.6543451286321265,0.007791004409696711,0.9296647318226697,0.9885641407366955,460.2042 -> 271.2042,PG,22218.06140137,22850.301467893,20820.3817367519,17890.381164551,20290.2813301037,17748.12120055,26072.261810306,20890.641387942,22308.9015503,20314.381378182,20216.0215301536
PG (42:4),0.024030830846476278,2.9876364891476253,0.007481561987248142,0.9310721174461173,0.9885641407366955,872.6111 -> 683.6111,PG,28809.262191765,34136.922607405,30521.641937246,28760.3019943156,31615.362045289,21787.261520382,29682.861831666,33059.161987312,35699.282730099,31488.162185657,16202.061134343
C17:0,-0.019489336272025884,7.872654706869196,0.004922615073155612,0.9440652364914557,0.9886148901344043,269.3 -> 269.3,FFA,1522154.57775983,623197.545166104,674694.633544742,720974.368896422,604984.083434683,842191.154602061,832331.159973295,1019021.79644785,711508.632568292,988354.508178668,542899.45812967
Cer(d18:0/18:0),0.0191416912672417,4.377020892803634,0.0047479879305001305,0.9450647250397843,0.9886148901344043,568.6 -> 266.4,CER,90137.7466583159,83357.766006473,77907.645767196,71024.1256866538,72843.385070791,73232.564971912,84988.206192002,62869.824752795,83963.005523676,90764.786163345,43956.0629157884
Cer(d18:0/h24:0),0.019029617269058583,4.892234144541154,0.004692729451562627,0.9453848343786149,0.9886148901344043,668.7 -> 266.4,CER,127879.588653546,100678.106796247,100780.587158186,97553.747009242,116530.248947183,90025.9865112188,202299.413528381,74539.924957278,105667.248733523,84273.705261217,71750.0050583499
Cer(d18:1/26:0),-0.020595066712820655,4.2003967430705975,0.005496164674468673,0.9409020726532656,0.9886148901344043,678.7 -> 264.3,CER,61999.9844436607,70149.805198686,65316.2643661313,56262.263786302,55865.9639358463,60062.084426877,77096.7654876836,38532.9025421109,74565.164733896,67821.164802534,57094.8837890253
Lyso_PC(20:0),0.021010235241139097,4.579233270206445,0.005720364589251403,0.9397110083336834,0.9886148901344043,552.3951 -> 184.1,PCandSM,101882.588226386,98988.226806628,97521.646331778,108205.08728031,106079.067077666,158795.873367321,87171.786621101,93092.546676638,120037.748199465,57431.363922132,24149.2217865095
Lyso_PE(20:2),0.01935081662323551,3.417965090415423,0.004851425959714106,0.9444705053707724,0.9886148901344043,506.3168 -> 364.3168,PE,38006.362487796,30328.542251589,31455.082412712,36498.202789305,32876.1224746671,32029.682052624,37805.362503043,26100.821876518,24649.421920786,48192.22373963,38512.9630508729
Lyso_PG(13:0),-0.02008673703234187,2.831489724461925,0.005226677514883704,0.9423665355914522,0.9886148901344043,460.2332 -> 271.2332,PG,24784.281539907,22086.98155212,22771.341705325,21106.7214584329,22681.561630258,20444.761474614,27364.241882315,22415.581756586,24069.281600954,22665.661590575,24772.701850894
Lyso_PI(14:1),0.021692628735712163,5.867426447673468,0.006098326908158924,0.9377550417392484,0.9886148901344043,560.2492 -> 283.2492,PI,241093.21875002,222591.29663094,211366.97106936,231344.71301264,246065.55627437,235935.918212821,217292.21630865,247029.51721204,221042.93774413,227382.25634759,104694.02673337
Lyso_PI(20:1),0.02194391776593321,3.8098332976978915,0.006239509443673796,0.9370401272275234,0.9886148901344043,644.3431 -> 367.3431,PI,56131.624115006,59701.343872058,52960.143646238,54575.223602309,51282.784027101,52177.723754891,51208.203552258,46857.803054798,62441.224517814,60183.505004894,26722.261657713
PC (34:4),0.019795673101899676,13.631450812374483,0.0050786406877241785,0.9431871827782313,0.9886148901344043,754.5 -> 184.1,PCandSM,56890913.101563,64214536.8281255,63334299.031249,56912495.234375,57957841.796875,61090889.09375,64419723.2187505,51724563.2656255,61425038.703125,58964647.7890625,768851.27685517
